ticket_id,customer_id,created_at,resolved_at,priority,category,status,subject
284,85,2025-01-06 16:30:00,2025-01-06 22:29:48,critical,bug,resolved,Calendar view shows incorrect dates
285,85,2024-09-16 16:59:00,2024-09-17 19:40:05,low,bug,closed,Calendar view shows incorrect dates
286,85,2025-06-29 09:42:00,2025-06-30 02:21:12,medium,feature_request,resolved,Add Gantt chart view for projects
287,85,2024-08-13 08:36:00,2024-08-14 15:46:36,medium,onboarding,closed,Training session request for our team
288,86,2025-10-19 13:28:00,2025-10-20 22:46:18,medium,onboarding,closed,Training session request for our team
289,87,2025-11-04 16:19:00,2025-11-12 04:54:38,medium,onboarding,resolved,How to configure user roles and permissions
290,87,2022-12-13 11:25:00,2022-12-14 18:01:17,high,billing,closed,Refund request for double charge
291,87,2022-12-10 13:41:00,2022-12-11 01:06:04,low,technical,closed,Cannot export report to PDF
292,88,2025-05-26 10:34:00,2025-05-29 17:14:17,low,billing,resolved,Invoice discrepancy for April
293,88,2025-05-19 09:36:00,2025-05-19 20:13:17,medium,feature_request,closed,Add Gantt chart view for projects
294,89,2025-07-22 11:20:00,,high,onboarding,open,Migration assistance from Asana
295,89,2025-07-23 09:32:00,2025-07-24 05:50:33,low,onboarding,resolved,Migration assistance from Asana
296,89,2025-01-24 18:29:00,,medium,billing,open,Unable to update payment method
297,89,2025-10-08 10:49:00,2025-10-10 02:10:24,critical,onboarding,closed,How to configure user roles and permissions
298,91,2025-10-01 08:57:00,2025-10-09 20:09:23,medium,onboarding,closed,Need help setting up team workspace
299,91,2025-07-19 12:35:00,,high,bug,in_progress,Task status not updating after drag-and-drop
300,91,2025-09-01 10:59:00,2025-09-02 12:14:32,low,technical,closed,API timeout errors on bulk requests
301,92,2024-06-25 15:41:00,,critical,bug,in_progress,Task status not updating after drag-and-drop
302,92,2024-07-26 14:26:00,2024-07-26 22:01:16,critical,bug,closed,Calendar view shows incorrect dates
303,92,2025-09-04 14:32:00,,high,technical,open,Data sync delay with Salesforce integration
304,92,2023-12-04 11:44:00,,low,onboarding,in_progress,Training session request for our team
305,92,2025-05-12 14:54:00,2025-05-12 23:52:28,medium,billing,closed,Invoice discrepancy for February
306,92,2024-04-08 09:58:00,2024-04-09 13:36:38,medium,bug,closed,Search results not returning recent items
307,92,2024-05-11 15:07:00,2024-05-12 19:48:49,low,technical,closed,Data sync delay with Salesforce integration
308,93,2025-08-07 13:50:00,2025-08-09 16:49:08,medium,technical,resolved,Cannot export report to PDF
309,93,2025-08-08 12:25:00,2025-08-09 16:12:32,high,billing,closed,Unable to update payment method
310,93,2025-08-11 14:21:00,2025-08-17 13:18:42,low,bug,resolved,File attachments lost after page refresh
311,93,2025-10-27 17:24:00,,medium,onboarding,open,Need help setting up team workspace
312,93,2025-10-24 17:39:00,2025-11-07 12:06:40,medium,billing,closed,Invoice discrepancy for March
313,93,2025-09-27 10:31:00,,low,bug,in_progress,Calendar view shows incorrect dates
314,93,2025-10-31 08:28:00,2025-11-02 18:44:42,high,bug,resolved,Email notifications sent to wrong recipients
315,93,2025-08-24 14:44:00,2025-08-26 00:45:24,low,feature_request,closed,Mobile app notifications for deadlines
316,94,2025-09-07 13:22:00,,medium,onboarding,in_progress,Need help setting up team workspace
317,94,2025-10-01 14:23:00,2025-10-01 23:18:14,medium,billing,closed,Question about pricing for annual plan
318,94,2025-03-31 09:51:00,2025-04-04 17:22:46,low,onboarding,resolved,Training session request for our team
319,95,2024-05-07 14:13:00,2024-05-08 02:35:16,medium,technical,resolved,API timeout errors on bulk requests
320,95,2025-01-14 18:45:00,,medium,onboarding,open,Help importing existing project data
321,95,2024-03-23 18:16:00,,critical,technical,open,Cannot export report to PDF
322,96,2025-07-07 08:01:00,2025-07-12 18:38:54,medium,billing,closed,Unable to update payment method
323,96,2025-10-17 11:35:00,2025-10-19 02:11:09,low,bug,closed,Email notifications sent to wrong recipients
324,96,2025-09-18 16:10:00,2025-09-20 01:56:41,low,technical,closed,API timeout errors on bulk requests
325,97,2024-02-12 09:01:00,2024-02-13 00:09:07,medium,technical,resolved,SSO login not working with Okta
326,97,2025-08-16 13:11:00,2025-08-18 01:04:29,high,technical,closed,API timeout errors on bulk requests
327,97,2023-12-31 12:05:00,2024-01-02 02:37:43,medium,bug,closed,Search results not returning recent items
328,97,2024-02-26 10:18:00,2024-02-27 05:16:17,low,technical,resolved,SSO login not working with Okta
329,97,2025-03-21 18:04:00,,medium,technical,in_progress,Dashboard loading slowly
330,98,2024-11-27 08:57:00,2024-11-29 11:55:14,medium,billing,resolved,Need updated billing address
331,98,2024-11-05 09:12:00,2024-11-07 19:49:48,medium,feature_request,closed,Add Gantt chart view for projects
332,98,2024-07-13 13:08:00,,high,technical,in_progress,API timeout errors on bulk requests
333,98,2024-10-08 09:22:00,2024-10-11 22:08:38,medium,onboarding,closed,How to configure user roles and permissions
334,98,2024-09-24 11:43:00,,high,onboarding,open,Help importing existing project data
335,99,2025-11-02 14:56:00,2025-11-03 14:18:22,medium,technical,closed,SSO login not working with Okta
336,99,2025-08-25 13:57:00,2025-08-25 20:23:37,low,feature_request,closed,Dark mode for the web interface
337,100,2025-11-02 16:22:00,2025-11-03 20:54:12,low,technical,resolved,Cannot export report to PDF
338,100,2025-11-04 13:23:00,2025-11-08 20:59:31,medium,billing,resolved,Refund request for double charge
339,100,2025-09-22 11:35:00,2025-09-22 22:33:45,low,billing,resolved,Need updated billing address
340,100,2025-10-04 18:48:00,2025-10-05 01:59:41,high,technical,resolved,API timeout errors on bulk requests
341,100,2025-08-27 09:28:00,2025-08-29 01:14:46,medium,billing,resolved,Refund request for double charge
342,100,2025-08-28 14:02:00,2025-08-30 09:16:45,critical,bug,resolved,File attachments lost after page refresh
343,100,2025-09-19 12:20:00,2025-09-20 02:49:14,medium,onboarding,closed,Migration assistance from Asana
344,100,2025-10-09 15:54:00,2025-10-22 17:34:11,critical,feature_request,resolved,Support for custom fields in tasks
345,101,2024-03-10 16:00:00,2024-03-13 01:22:57,high,bug,closed,Task status not updating after drag-and-drop
346,101,2024-01-30 17:50:00,2024-01-31 04:17:42,low,onboarding,resolved,Migration assistance from Asana
347,101,2025-04-08 17:56:00,2025-04-11 06:29:05,high,bug,resolved,Search results not returning recent items
348,101,2025-01-04 15:17:00,2025-01-05 09:54:13,high,technical,resolved,API timeout errors on bulk requests
349,101,2025-07-01 11:42:00,2025-07-01 19:31:44,high,feature_request,resolved,Add Gantt chart view for projects
350,102,2024-12-28 15:52:00,2025-01-10 21:04:04,medium,technical,closed,API timeout errors on bulk requests
351,102,2025-08-28 18:09:00,2025-09-02 04:09:06,low,onboarding,closed,Help importing existing project data
352,102,2024-12-14 14:12:00,2024-12-23 05:04:49,medium,billing,resolved,Unable to update payment method
353,102,2024-09-07 09:15:00,2024-09-08 15:36:34,medium,billing,closed,Question about pricing for annual plan
354,102,2024-08-15 13:27:00,2024-08-16 09:19:28,medium,technical,closed,Cannot export report to PDF
355,102,2025-06-16 14:12:00,2025-06-18 02:48:13,medium,technical,closed,Cannot export report to PDF
356,102,2024-07-11 18:15:00,2024-07-12 05:26:04,low,bug,resolved,Search results not returning recent items
357,102,2025-02-27 11:56:00,2025-03-02 20:33:25,high,feature_request,resolved,Support for custom fields in tasks
358,102,2025-05-11 18:18:00,2025-05-14 20:13:03,low,onboarding,resolved,How to configure user roles and permissions
359,103,2024-08-10 15:09:00,2024-08-13 16:01:20,medium,bug,resolved,Search results not returning recent items
360,103,2025-01-02 17:00:00,2025-01-07 14:15:18,low,technical,closed,Dashboard loading slowly
361,103,2025-02-01 10:48:00,2025-02-04 08:13:23,low,billing,closed,Need updated billing address
362,104,2025-06-03 15:16:00,2025-06-11 05:45:00,low,technical,resolved,API timeout errors on bulk requests
363,104,2025-01-06 18:01:00,2025-01-11 21:48:41,medium,billing,resolved,Unable to update payment method
364,105,2025-10-11 11:47:00,2025-10-12 00:53:48,critical,billing,closed,Need updated billing address
365,105,2025-10-04 18:22:00,2025-10-05 00:47:16,medium,bug,closed,Search results not returning recent items
366,105,2025-10-15 15:36:00,2025-10-22 12:49:41,high,bug,resolved,File attachments lost after page refresh
367,107,2025-09-14 16:42:00,2025-09-15 10:04:40,medium,billing,resolved,Question about pricing for annual plan
368,107,2025-05-09 08:31:00,2025-05-10 07:39:18,medium,technical,resolved,Cannot export report to PDF
369,107,2025-06-16 10:46:00,2025-06-17 00:01:23,medium,billing,closed,Unable to update payment method
370,107,2025-09-18 14:27:00,,critical,technical,in_progress,Data sync delay with Salesforce integration
371,107,2025-05-22 17:27:00,2025-05-24 18:30:05,medium,onboarding,resolved,Training session request for our team
372,107,2025-05-29 12:19:00,2025-05-31 01:52:43,medium,billing,closed,Invoice discrepancy for March
373,107,2025-08-20 15:44:00,2025-08-21 21:51:15,critical,technical,closed,SSO login not working with Okta
374,108,2025-04-25 16:01:00,2025-04-27 11:58:41,medium,bug,resolved,Search results not returning recent items
375,108,2025-07-22 10:39:00,2025-07-25 06:46:02,medium,feature_request,closed,Add Gantt chart view for projects
376,108,2025-11-10 16:29:00,2025-11-14 02:39:50,low,onboarding,closed,Migration assistance from Asana
377,108,2025-05-19 17:43:00,2025-05-21 05:00:37,high,feature_request,closed,Support for custom fields in tasks
378,108,2025-10-07 18:54:00,2025-10-09 14:04:54,medium,billing,resolved,Invoice discrepancy for March
379,108,2025-09-19 09:33:00,2025-09-23 05:57:51,low,billing,resolved,Invoice discrepancy for May
380,108,2025-07-30 15:11:00,2025-08-07 10:17:48,high,onboarding,resolved,Training session request for our team
381,108,2025-09-27 08:11:00,2025-09-28 19:32:59,high,billing,resolved,Refund request for double charge
382,108,2025-07-01 12:42:00,2025-07-02 06:22:22,medium,billing,resolved,Refund request for double charge
383,109,2025-02-23 15:07:00,2025-03-09 19:55:57,low,feature_request,closed,Add Gantt chart view for projects
384,109,2024-12-11 15:56:00,,low,onboarding,in_progress,Help importing existing project data
385,109,2025-01-16 13:57:00,2025-01-18 15:59:01,medium,onboarding,closed,Training session request for our team
386,109,2025-11-07 10:17:00,,medium,onboarding,open,Training session request for our team
387,110,2025-06-18 17:42:00,2025-06-20 17:32:48,high,billing,closed,Need updated billing address
388,110,2024-10-07 17:39:00,2024-10-10 01:21:02,low,onboarding,resolved,Training session request for our team
389,112,2024-09-10 09:57:00,2024-09-10 22:05:59,high,bug,resolved,Task status not updating after drag-and-drop
390,112,2025-01-29 17:40:00,2025-02-01 02:56:11,critical,onboarding,resolved,How to configure user roles and permissions
391,112,2025-05-28 15:43:00,2025-05-29 01:04:48,low,technical,resolved,Dashboard loading slowly
392,112,2024-06-03 08:23:00,,medium,onboarding,in_progress,How to configure user roles and permissions
393,113,2025-03-28 15:12:00,2025-03-29 08:13:48,medium,onboarding,resolved,Need help setting up team workspace
394,113,2024-09-03 18:24:00,2024-09-05 04:37:24,medium,bug,closed,Email notifications sent to wrong recipients
395,113,2025-08-25 16:21:00,2025-08-29 03:44:18,high,billing,closed,Invoice discrepancy for March
396,115,2025-09-01 11:54:00,2025-09-03 15:44:43,medium,feature_request,resolved,Bulk task import from CSV
397,115,2025-03-25 18:01:00,2025-03-26 03:56:41,medium,billing,resolved,Unable to update payment method
398,115,2024-12-18 17:57:00,2024-12-19 18:51:48,high,feature_request,closed,Bulk task import from CSV
399,115,2025-09-20 09:56:00,2025-09-21 20:18:27,critical,feature_request,closed,Mobile app notifications for deadlines
400,116,2024-07-31 08:59:00,2024-08-02 11:22:23,high,billing,resolved,Need updated billing address
401,116,2024-02-02 14:49:00,2024-02-04 03:16:21,low,technical,resolved,Data sync delay with Salesforce integration
402,116,2024-12-05 11:21:00,2024-12-07 03:39:50,low,technical,resolved,Cannot export report to PDF
403,117,2023-10-20 10:28:00,2023-10-22 09:34:07,low,billing,closed,Unable to update payment method
404,117,2024-10-03 15:42:00,2024-10-05 06:06:26,low,billing,closed,Unable to update payment method
405,117,2025-08-22 12:23:00,2025-08-23 23:38:51,low,onboarding,resolved,Need help setting up team workspace
406,117,2024-10-16 17:31:00,2024-10-19 01:32:36,low,technical,closed,Dashboard loading slowly
407,118,2024-11-02 15:41:00,2024-11-05 16:42:03,critical,onboarding,closed,Migration assistance from Asana
408,118,2024-08-04 12:54:00,,medium,feature_request,in_progress,Mobile app notifications for deadlines
409,118,2024-10-27 11:24:00,2024-10-28 03:22:20,medium,billing,closed,Invoice discrepancy for October
410,118,2025-07-26 13:59:00,2025-07-30 10:08:09,low,onboarding,closed,Need help setting up team workspace
411,120,2025-07-12 12:54:00,2025-07-19 13:36:05,medium,bug,closed,Email notifications sent to wrong recipients
412,122,2024-07-03 10:58:00,,high,billing,open,Unable to update payment method
413,122,2024-08-31 13:36:00,2024-09-05 09:49:17,medium,technical,resolved,Cannot export report to PDF
414,122,2025-06-07 18:20:00,2025-06-08 03:55:47,high,onboarding,resolved,Training session request for our team
415,122,2025-06-18 09:17:00,,medium,bug,in_progress,Email notifications sent to wrong recipients
416,122,2024-08-11 12:55:00,2024-08-20 07:47:19,low,technical,resolved,Cannot export report to PDF
417,123,2025-09-05 17:20:00,2025-09-07 23:45:15,high,billing,closed,Invoice discrepancy for November
418,123,2025-06-08 16:45:00,2025-06-10 02:18:46,low,billing,resolved,Unable to update payment method
419,123,2025-05-11 17:23:00,2025-05-12 21:09:22,medium,onboarding,resolved,Migration assistance from Asana
420,123,2025-06-15 13:26:00,,medium,bug,in_progress,Search results not returning recent items
421,123,2024-11-23 13:02:00,2024-11-24 03:05:34,low,technical,closed,Data sync delay with Salesforce integration
422,123,2025-11-14 17:45:00,,low,technical,in_progress,Data sync delay with Salesforce integration
423,123,2024-10-14 16:51:00,2024-10-15 21:41:01,medium,billing,closed,Unable to update payment method
424,124,2024-09-22 13:14:00,2024-09-22 19:30:49,high,technical,closed,API timeout errors on bulk requests
425,124,2025-01-12 16:32:00,2025-01-12 20:20:03,medium,billing,resolved,Need updated billing address
426,124,2025-07-21 11:49:00,2025-07-24 20:12:42,medium,bug,closed,Calendar view shows incorrect dates
427,124,2024-04-10 14:26:00,2024-04-13 17:19:27,low,feature_request,resolved,Mobile app notifications for deadlines
428,125,2025-06-21 15:47:00,2025-06-21 23:05:55,high,billing,closed,Refund request for double charge
429,125,2024-04-10 14:44:00,2024-04-12 16:35:59,high,feature_request,resolved,Add Gantt chart view for projects
430,125,2024-11-29 15:58:00,2024-11-30 08:33:17,medium,technical,resolved,Dashboard loading slowly
431,125,2025-07-27 16:05:00,2025-07-30 01:14:54,low,billing,closed,Refund request for double charge
432,125,2025-05-05 17:17:00,2025-05-06 11:00:09,low,bug,closed,Calendar view shows incorrect dates
433,126,2024-08-09 13:48:00,2024-08-10 01:35:48,low,billing,closed,Invoice discrepancy for June
434,126,2024-04-29 10:07:00,2024-04-29 21:43:44,medium,technical,resolved,Dashboard loading slowly
435,126,2024-04-23 10:06:00,2024-05-01 01:59:37,high,technical,resolved,Cannot export report to PDF
436,126,2025-11-11 08:23:00,2025-11-14 12:24:23,critical,technical,closed,API timeout errors on bulk requests
437,126,2025-07-15 09:28:00,2025-07-15 23:25:51,medium,bug,resolved,Calendar view shows incorrect dates
438,126,2025-08-13 11:46:00,2025-08-14 12:15:13,low,billing,resolved,Question about pricing for annual plan
439,128,2025-03-21 13:12:00,,medium,onboarding,open,Need help setting up team workspace
440,128,2023-01-24 17:24:00,2023-01-25 23:22:49,low,bug,resolved,File attachments lost after page refresh
441,128,2023-01-13 11:40:00,,critical,bug,open,Task status not updating after drag-and-drop
442,128,2022-09-03 15:35:00,2022-09-06 19:50:27,high,feature_request,resolved,Dark mode for the web interface
443,128,2025-04-09 18:11:00,,high,bug,in_progress,File attachments lost after page refresh
444,128,2024-06-30 17:22:00,2024-07-03 17:36:58,low,feature_request,closed,Dark mode for the web interface
445,129,2025-09-25 13:42:00,2025-09-28 23:55:24,medium,billing,closed,Need updated billing address
446,129,2025-05-31 08:18:00,,low,technical,in_progress,Cannot export report to PDF
447,129,2025-07-15 12:43:00,2025-07-15 17:16:22,medium,technical,closed,SSO login not working with Okta
448,130,2025-01-19 13:40:00,2025-01-21 04:06:43,medium,onboarding,resolved,Need help setting up team workspace
449,130,2025-08-07 13:08:00,2025-08-09 23:42:21,low,feature_request,closed,Dark mode for the web interface
450,131,2024-04-07 13:34:00,2024-04-10 15:19:19,low,billing,resolved,Question about pricing for annual plan
451,131,2024-11-01 11:35:00,2024-11-01 22:15:11,critical,onboarding,closed,Need help setting up team workspace
452,131,2024-06-20 12:01:00,2024-06-21 09:13:43,high,technical,closed,SSO login not working with Okta
453,131,2025-10-02 12:55:00,2025-10-05 12:26:06,low,billing,resolved,Need updated billing address
454,132,2023-08-27 09:47:00,2023-08-28 05:51:27,medium,feature_request,closed,Dark mode for the web interface
455,132,2023-12-10 09:16:00,2023-12-11 13:36:54,medium,bug,closed,Search results not returning recent items
456,132,2025-07-06 12:58:00,2025-07-09 05:48:59,medium,onboarding,resolved,Training session request for our team
457,132,2025-04-23 13:30:00,2025-04-24 03:51:36,medium,feature_request,closed,Bulk task import from CSV
458,133,2025-07-12 16:46:00,2025-07-14 01:15:08,high,onboarding,closed,How to configure user roles and permissions
459,133,2024-09-04 17:38:00,2024-09-16 08:36:11,low,technical,closed,API timeout errors on bulk requests
460,133,2024-03-12 13:29:00,,medium,onboarding,open,Need help setting up team workspace
461,133,2023-04-23 14:08:00,2023-04-24 02:05:44,low,onboarding,resolved,Need help setting up team workspace
462,133,2025-08-26 10:40:00,2025-08-28 00:32:57,medium,onboarding,closed,Need help setting up team workspace
463,133,2024-07-10 18:17:00,2024-07-12 14:59:34,medium,feature_request,resolved,Bulk task import from CSV
464,134,2025-07-20 16:38:00,,medium,technical,open,Dashboard loading slowly
465,134,2025-10-16 15:00:00,2025-10-18 17:59:23,low,technical,resolved,Data sync delay with Salesforce integration
466,134,2025-07-09 09:03:00,2025-07-19 14:58:38,medium,feature_request,closed,Add Gantt chart view for projects
467,134,2025-06-25 12:52:00,2025-06-26 01:19:49,medium,bug,closed,Search results not returning recent items
468,134,2025-09-27 18:12:00,2025-09-28 14:02:39,low,billing,resolved,Unable to update payment method
469,136,2025-05-09 17:49:00,,medium,bug,in_progress,Email notifications sent to wrong recipients
470,137,2023-11-12 09:59:00,2023-11-15 23:35:20,low,onboarding,resolved,How to configure user roles and permissions
471,137,2025-07-09 15:27:00,2025-07-09 22:53:37,medium,onboarding,closed,Training session request for our team
472,137,2024-08-02 13:19:00,2024-08-04 06:59:41,medium,onboarding,resolved,Migration assistance from Asana
473,137,2023-08-29 14:35:00,2023-08-31 12:04:12,medium,technical,closed,SSO login not working with Okta
474,137,2024-03-24 14:13:00,,high,feature_request,open,Mobile app notifications for deadlines
475,138,2024-02-04 08:12:00,2024-02-05 07:19:31,medium,technical,closed,API timeout errors on bulk requests
476,138,2023-08-18 17:17:00,2023-08-19 03:58:27,low,billing,resolved,Refund request for double charge
477,138,2025-05-13 15:31:00,2025-05-15 03:39:07,high,billing,closed,Invoice discrepancy for October
478,138,2025-08-04 10:45:00,2025-08-05 00:17:02,high,onboarding,resolved,Training session request for our team
479,139,2025-11-04 12:54:00,2025-11-05 00:06:41,medium,billing,closed,Need updated billing address
480,139,2025-10-17 14:53:00,2025-10-19 22:54:34,low,onboarding,closed,Need help setting up team workspace
481,139,2025-10-22 08:17:00,2025-10-28 08:20:24,medium,feature_request,resolved,Dark mode for the web interface
482,140,2025-11-12 13:07:00,2025-11-14 06:01:47,medium,technical,resolved,Cannot export report to PDF
483,141,2022-11-25 10:50:00,2022-11-25 22:36:58,medium,billing,resolved,Unable to update payment method
484,141,2023-02-01 14:45:00,2023-02-02 04:16:12,low,technical,closed,Dashboard loading slowly
485,141,2024-06-10 12:44:00,2024-06-11 00:34:51,low,technical,closed,Dashboard loading slowly
486,142,2025-06-01 10:34:00,2025-06-04 11:22:00,critical,feature_request,closed,Support for custom fields in tasks
487,142,2025-09-30 16:53:00,2025-10-01 10:26:08,low,onboarding,closed,Need help setting up team workspace
488,144,2025-07-07 10:29:00,2025-07-09 01:13:34,medium,feature_request,resolved,Dark mode for the web interface
489,144,2025-04-17 14:30:00,2025-04-21 10:29:25,medium,technical,closed,Data sync delay with Salesforce integration
490,144,2025-09-16 08:28:00,2025-09-17 11:58:08,medium,onboarding,resolved,Migration assistance from Asana
491,145,2025-11-11 12:02:00,,high,bug,in_progress,File attachments lost after page refresh
492,145,2025-11-11 17:01:00,2025-11-14 02:23:07,low,billing,resolved,Need updated billing address
493,146,2024-10-19 18:21:00,2024-10-22 05:48:13,low,onboarding,closed,Training session request for our team
494,146,2024-11-24 15:00:00,2024-11-25 13:05:18,low,onboarding,resolved,Training session request for our team
495,146,2025-02-13 10:43:00,2025-02-15 00:50:57,high,feature_request,resolved,Mobile app notifications for deadlines
496,146,2025-06-28 15:45:00,2025-06-29 17:24:19,critical,technical,closed,SSO login not working with Okta
497,146,2025-07-16 16:04:00,,medium,technical,open,Dashboard loading slowly
498,147,2025-06-04 13:32:00,2025-06-14 19:52:47,medium,onboarding,resolved,Training session request for our team
499,147,2024-12-23 11:19:00,2024-12-24 15:01:33,medium,technical,closed,SSO login not working with Okta
500,147,2025-04-13 14:11:00,2025-04-14 21:11:46,medium,billing,resolved,Refund request for double charge
501,147,2025-02-21 13:08:00,2025-02-22 07:25:47,medium,feature_request,closed,Mobile app notifications for deadlines
502,148,2024-10-14 14:16:00,2024-10-20 05:25:03,low,onboarding,closed,Migration assistance from Asana
503,148,2024-12-16 09:50:00,2024-12-18 15:20:20,medium,billing,closed,Refund request for double charge
504,148,2025-03-28 12:02:00,2025-04-09 02:22:02,medium,billing,closed,Refund request for double charge
505,148,2025-10-30 12:49:00,2025-10-31 14:36:34,medium,onboarding,closed,Migration assistance from Asana
506,148,2024-01-14 17:07:00,2024-01-15 13:47:49,low,technical,resolved,Dashboard loading slowly
507,149,2024-08-02 13:29:00,2024-08-14 09:36:15,low,onboarding,closed,Need help setting up team workspace
508,149,2024-09-24 13:02:00,2024-09-28 12:39:04,critical,billing,resolved,Question about pricing for annual plan
509,149,2024-08-30 14:25:00,2024-09-12 13:36:42,critical,billing,closed,Invoice discrepancy for April
510,149,2025-06-01 12:19:00,2025-06-03 11:19:36,medium,feature_request,closed,Support for custom fields in tasks
511,149,2024-08-02 10:17:00,2024-08-03 01:41:53,low,feature_request,resolved,Mobile app notifications for deadlines
512,150,2022-12-30 14:42:00,2023-01-04 04:21:30,low,billing,resolved,Unable to update payment method
513,150,2024-09-16 11:04:00,2024-09-17 16:32:19,high,feature_request,closed,Bulk task import from CSV
514,150,2025-07-23 16:00:00,2025-07-25 00:59:28,medium,technical,resolved,SSO login not working with Okta
515,150,2025-02-24 08:42:00,2025-02-25 23:35:17,critical,bug,resolved,Search results not returning recent items
516,150,2024-08-05 12:48:00,2024-08-07 07:37:21,medium,technical,closed,Data sync delay with Salesforce integration
517,150,2025-03-21 08:48:00,2025-03-21 15:25:52,medium,bug,resolved,Task status not updating after drag-and-drop
518,151,2025-10-11 12:11:00,,high,bug,in_progress,Search results not returning recent items
519,151,2025-06-21 11:26:00,2025-06-24 03:51:56,low,bug,closed,Search results not returning recent items
520,151,2025-09-21 14:14:00,2025-09-25 09:43:36,medium,bug,resolved,File attachments lost after page refresh
521,151,2024-12-24 16:53:00,2024-12-28 23:42:44,medium,technical,closed,SSO login not working with Okta
522,151,2025-03-29 18:01:00,2025-03-30 16:12:35,low,feature_request,closed,Add Gantt chart view for projects
523,152,2024-11-29 17:56:00,2024-11-30 19:25:34,medium,onboarding,resolved,How to configure user roles and permissions
524,152,2025-02-28 13:08:00,2025-03-01 19:27:09,high,technical,closed,Dashboard loading slowly
525,152,2025-07-12 16:41:00,2025-07-12 22:34:08,medium,billing,resolved,Invoice discrepancy for November
526,152,2025-10-30 14:55:00,2025-11-05 08:07:19,medium,feature_request,resolved,Mobile app notifications for deadlines
527,152,2024-12-18 12:51:00,2024-12-19 03:19:53,high,technical,closed,SSO login not working with Okta
528,152,2025-01-10 10:54:00,2025-01-11 01:45:32,high,technical,closed,API timeout errors on bulk requests
529,152,2025-03-22 15:13:00,2025-03-23 17:06:14,medium,technical,resolved,API timeout errors on bulk requests
530,152,2025-04-18 15:21:00,2025-04-21 08:37:55,medium,onboarding,resolved,Help importing existing project data
531,152,2024-12-01 11:56:00,2024-12-03 15:14:12,medium,technical,closed,API timeout errors on bulk requests
532,152,2025-11-08 10:09:00,2025-11-10 01:18:36,high,feature_request,resolved,Dark mode for the web interface
533,152,2025-08-05 16:25:00,,critical,technical,open,Data sync delay with Salesforce integration
534,153,2025-05-09 18:10:00,2025-05-10 11:56:35,medium,bug,resolved,Calendar view shows incorrect dates
535,153,2025-02-08 11:14:00,2025-02-09 01:55:33,medium,billing,closed,Refund request for double charge
536,153,2025-07-26 08:53:00,2025-07-27 10:52:49,high,onboarding,resolved,Migration assistance from Asana
537,154,2022-10-31 12:35:00,2022-11-01 15:54:57,high,bug,resolved,Calendar view shows incorrect dates
538,154,2023-06-25 18:54:00,2023-06-27 07:25:47,medium,technical,resolved,Cannot export report to PDF
539,154,2025-05-21 12:03:00,2025-05-22 19:45:52,low,technical,resolved,API timeout errors on bulk requests
540,154,2022-11-12 11:30:00,2022-11-13 23:49:41,low,billing,closed,Question about pricing for annual plan
541,154,2022-07-05 17:27:00,,low,bug,open,Search results not returning recent items
542,154,2025-01-05 08:16:00,2025-01-05 19:00:14,medium,onboarding,closed,Migration assistance from Asana
543,155,2025-01-23 18:35:00,2025-01-26 03:18:45,medium,feature_request,resolved,Dark mode for the web interface
544,155,2025-05-03 15:10:00,2025-05-04 05:07:50,high,billing,resolved,Unable to update payment method
545,155,2025-09-30 11:13:00,2025-10-01 15:37:57,medium,technical,resolved,Data sync delay with Salesforce integration
546,155,2024-11-23 13:10:00,2024-11-23 18:59:02,medium,billing,closed,Need updated billing address
547,155,2025-08-05 17:50:00,2025-08-09 04:15:16,high,technical,closed,API timeout errors on bulk requests
548,156,2025-05-26 13:28:00,2025-05-26 22:34:44,medium,technical,resolved,SSO login not working with Okta
549,156,2024-06-17 11:13:00,2024-06-17 19:09:45,low,onboarding,closed,Migration assistance from Asana
550,157,2024-11-08 17:32:00,2024-11-08 21:34:50,low,technical,closed,Cannot export report to PDF
551,157,2025-02-05 15:15:00,2025-02-05 20:12:58,medium,technical,closed,Data sync delay with Salesforce integration
552,158,2025-08-15 12:07:00,2025-08-17 11:39:52,high,technical,resolved,SSO login not working with Okta
553,158,2025-04-24 17:34:00,2025-04-27 00:12:41,low,onboarding,closed,Migration assistance from Asana
554,158,2024-12-29 10:20:00,2025-01-02 07:05:05,medium,technical,closed,Data sync delay with Salesforce integration
555,159,2025-10-18 14:25:00,2025-10-19 10:30:21,high,onboarding,resolved,Help importing existing project data
556,159,2025-11-07 12:36:00,2025-11-07 19:23:36,low,technical,resolved,Data sync delay with Salesforce integration
557,159,2025-11-13 09:36:00,,medium,bug,open,File attachments lost after page refresh
558,159,2025-11-01 15:56:00,2025-11-02 10:26:23,high,bug,closed,Task status not updating after drag-and-drop
559,159,2025-09-18 08:39:00,2025-09-19 12:37:36,low,onboarding,resolved,Help importing existing project data
560,160,2025-08-18 16:29:00,2025-08-21 23:37:40,low,onboarding,resolved,How to configure user roles and permissions
561,160,2025-08-13 10:06:00,2025-08-17 08:00:59,medium,billing,resolved,Question about pricing for annual plan
562,160,2025-07-24 18:13:00,,low,technical,open,Dashboard loading slowly
563,161,2025-10-26 09:53:00,,low,bug,open,File attachments lost after page refresh
564,161,2025-10-28 15:25:00,2025-10-30 01:26:51,high,billing,resolved,Unable to update payment method
565,161,2025-08-05 15:47:00,2025-08-08 17:44:07,high,feature_request,closed,Bulk task import from CSV
566,161,2025-10-30 08:00:00,,medium,technical,open,API timeout errors on bulk requests
